#1:tcount #2:t #3:m #4:r #5:vr #6:vt #7:r_peri #8:r_apo #9:Rtidal #10:phi_rtidal #11:phi_zero #12:E #13:J #14:id #15:binflag #16:m0[MSUN] #17:m1[MSUN] #18:id0 #19:id1 #20:a #21:e #22:startype #23:bin_startype0 #24:bin_startype1 #25:rad0 #26:rad1 #27:tb #28:lum0 #29:lum1 #30:massc0 #31:massc1 #32:radc0 #33:radc1 #34:menv0 #35:menv1 #36:renv0 #37:renv1 #38:tms0 #39:tms1 #40:dmdt0 #41:dmdt1 #42:radrol0 #43:radrol1 #44:ospin0 #45:ospin1 #46:B0 #47:B1 #48:formation0 #49:formation1 #50:bacc0 #51:bacc1 #52:tacc0 $53:tacc1 #54:mass0_0 #55:mass0_1 #56:epoch0 #57:epoch1 #58:bhspin #59:bhspin1 #60:bhspin2 #61:ospin #62:B #63:formation
#15binflag=1:binary,23/24bin_starttype0/1:na if not binary, 14 if black holes, 16-17 mass
#rv=2 case
881838 0.068883175 120.53043 0.01524178 -1.2395103 2.3324296 0.01524178 0.01524178 206.88003 -0.0031937661 -0.85749866 2.6770601 0.035550381 0 1 41.299577 31.375317 15431431 17116662 0.014660252 0.46931243 na 14 14 0.00017511 0.000133031 0.0760519 1e-10 1e-10 41.2996 31.3753 0.00017511 0.000133031 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 3.82334e+08 2e+08 0 0 0 0 0 0 0 0 45.8702 34.8615 3.68929 4.0618 na 0 0 na na na
883434 0.068991789 200.14781 0.0030191876 0.75981685 1.4739496 0.0030191876 0.0030191876 206.87054 -0.0031934732 -0.98743659 0.41175711 0.0044501304 0 1 79.045813 41.635091 11848068 13263876 0.089653553 0.41790074 na 14 14 0.000335154 0.000176533 0.892529 1e-10 1e-10 79.0458 41.6351 0.000335154 0.000176533 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 46.0192 2.17403 3.80462 799.476 na 0.686456 0 na na na
910209 0.071778322 199.70153 0.0046533816 1.4240774 0.30171376 0.0046533816 0.0046533816 206.66677 -0.003187185 -0.84356977 0.22221373 0.0014039892 0 1 40.986294 79.425522 11682233 12614798 0.10994019 0.7760933 na 14 14 0.000173782 0.000336764 1.21336 1e-10 1e-10 40.9863 79.4255 0.000173782 0.000336764 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 45.5403 79.4255 3.71202 3.77816 na 0 0.686443 na na na
917777 0.072303313 97.463679 0.026577413 0.01101913 1.7589576 0.026577413 0.026577413 206.62591 -0.0031859249 -0.83937828 0.78636012 0.046748544 0 1 17.011981 41.754613 3692547 8789407 0.099022086 0.72991474 na 14 14 7.21308e-05 0.00017704 1.48465 1e-10 1e-10 17.012 41.7546 7.21308e-05 0.00017704 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.1009 46.394 9.78978 3.74628 na 0 0 na na na
923570 0.072855172 172.6225 0.0011400623 0.31692029 1.5077851 0.0011400623 0.0011400623 206.58541 -0.003184676 -1.0112602 0.19751859 0.0017189689 0 1 63.321991 40.762285 4425112 18467468 0.10587159 0.66198748 na 14 14 0.000268485 0.000172832 1.23329 1e-10 1e-10 63.322 40.7623 0.000268485 0.000172832 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.4361 45.2914 4.33463 3.84559 na 0.650816 0 na na na
939762 0.074450793 106.87738 0.0044416898 0.53367527 1.2012404 0.0037961099 10.668722 206.47854 -0.0031813818 -0.87758985 0.0046229785 0.0053355372 0 1 27.155634 37.287034 9374753 9495211 0.10557962 0.872716 na 14 14 0.00011514 0.000158097 1.56089 1e-10 1e-10 27.1556 37.287 0.00011514 0.000158097 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 -0 0.0001 1e-20 8.33546e+10 2e+08 0 0 0 0 0 0 0 0 30.0468 41.43 4.00258 3.90627 na 0 0 na na na
945005 0.074913528 241.12377 0.010304995 1.0294701 1.2055565 0.010304995 0.010304995 206.4444 -0.00318033 -0.80988141 0.4606934 0.012423253 0 1 78.800199 66.587528 9729376 13401252 0.052026732 0.52333966 na 14 14 0.000334113 0.000282331 0.359473 1e-10 1e-10 78.8002 66.5875 0.000334113 0.000282331 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 46.1686 31.8706 3.70801 4.15205 na 0.686453 0.669054 na na na
953913 0.075573625 111.74634 0.0020689792 1.2529871 1.0776267 0.0020689792 0.0020689792 206.3963 -0.003178848 -0.8920108 0.47810505 0.0022295873 0 1 27.293195 40.085253 7791902 10884644 0.063915328 0.7159252 na 14 14 0.000115723 0.000169961 0.719014 1e-10 1e-10 27.2932 40.0853 0.000115723 0.000169961 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 3.84415e+08 2e+08 0 0 0 0 0 0 0 0 30.3229 44.5392 4.1936 3.67753 na 0 0 na na na
960736 0.076402967 238.65798 0.0025453194 2.2853665 0.30789519 0.0025453194 0.0025453194 206.33587 -0.0031769869 -0.86573905 1.7981431 0.00078369158 0 1 74.213131 69.687823 10451604 10910524 0.032697027 0.84408998 na 14 14 0.000314664 0.000295714 0.18002 1e-10 1e-10 74.2131 69.6878 0.000314664 0.000150457 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 41.3892 69.6878 4.77058 3.9457 na 0.68538 0.685945 na na na
961090 0.076434263 122.12876 0.0027319505 1.6613333 0.94984788 0.0027319505 0.0027319505 206.33057 -0.0031768237 -0.8583603 0.97547049 0.0025949373 0 1 32.664817 40.973805 11874717 14898164 0.088910428 0.85448917 na 14 14 0.000138499 0.000173729 1.12841 1e-10 1e-10 32.6648 40.9738 0.000138499 0.000173729 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 36.2942 45.5265 4.02045 3.83973 na 0 0 na na na
996730 0.07882855 200.6735 0.00084144963 1.3407868 0.63385563 0.00084144963 0.00084144963 206.1691 -0.0031718533 -1.0502376 0.06328589 0.00053335758 0 1 41.256915 79.740961 10512342 13592216 0.2385175 0.80418847 na 14 14 0.000174929 0.000338102 3.86796 1e-10 1e-10 41.2569 79.741 0.000174929 0.000338102 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 45.841 79.741 3.72586 3.6498 na 0 0.68646 na na na
1000852 0.078958184 127.98831 0.0047459757 -1.0166029 0.93987324 0.0047459757 0.0047459757 206.15822 -0.0031715187 -0.83723911 0.13537361 0.0044606155 0 1 36.503299 40.668394 11189545 20089112 0.091361391 0.79293552 na 14 14 0.000154774 0.000172434 1.14817 1e-10 1e-10 36.5033 40.6684 0.000154774 0.000172434 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 40.5592 45.1871 6.51395 3.84917 na 0 0 na na na
1013099 0.08023591 179.34756 0.0032193522 0.025793509 1.4554587 0.0032193522 0.0032193522 206.0776 -0.0031690386 -0.8290696 0.23789014 0.0046856341 0 1 66.821076 41.318137 10699152 11313590 0.046030208 0.72439636 na 14 14 0.000283321 0.000175189 0.346867 1e-10 1e-10 66.8211 41.3181 0.000283321 0.000175189 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 31.6822 45.909 4.17829 3.6658 na 0.667539 0 na na na
1030278 0.081374076 184.97432 0.0025327351 0.093834227 1.3456321 0.0025327351 0.0025327351 206.00126 -0.0031666911 -0.88793066 0.030831136 0.0034081297 0 1 31.63146 79.900457 10877415 18884464 0.082576418 0.75319513 na 14 14 0.000134117 0.000338778 0.820682 1e-10 1e-10 31.6315 79.9005 0.000134117 0.000338778 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 35.1461 79.9005 4.07562 3.81153 na 0 0.686458 na na na
1074082 0.084769181 133.90577 0.0087867625 -0.32482387 1.2500877 0.0087867625 0.0087867625 205.77599 -0.0031597693 -0.83726908 0.034690722 0.010984224 0 1 39.420712 41.318966 8055575 14574580 0.14355318 0.80454258 na 14 14 0.000167144 0.000175192 2.21088 1e-10 1e-10 39.4207 41.319 0.000167144 0.000175192 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 43.8008 45.91 3.86554 3.74466 na 0 0 na na na
1106755 0.087683796 130.03272 0.0090455489 -0.23576582 1.3077865 0.0090455489 0.0090455489 205.58773 -0.0031539903 -0.78555962 0.11531791 0.011829647 0 1 40.931215 37.473171 11604290 14791490 0.11449067 0.48372278 na 14 14 0.000173548 0.000158886 1.59799 1e-10 1e-10 40.9312 37.4732 0.000173548 0.000158886 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 45.4791 41.6369 3.755 3.90683 na 0 0 na na na
1124525 0.089683608 116.89765 0.0050022908 -1.1354472 0.94240751 0.0050022908 0.0050022908 205.26515 -0.0031441004 -0.81074134 0.28526366 0.0047141964 0 1 28.713311 41.771167 5407016 7424674 0.075655459 0.79025824 na 14 14 0.000121744 0.00017711 0.905324 1e-10 1e-10 28.7133 41.7712 0.000121744 0.00017711 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 31.9037 46.4124 4.14821 3.80774 na 0 0 na na na
1140983 0.090659565 135.15197 0.0055493157 -0.50060176 1.8594316 0.0055493157 0.0055493157 205.14361 -0.0031403782 -0.83982475 1.0476699 0.010318573 0 1 40.304508 41.186576 6063797 10726457 0.039822336 0.62734237 na 14 14 0.000170891 0.000174631 0.321533 1e-10 1e-10 40.3045 41.1866 0.000170891 0.000174631 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 44.7828 1.92186 3.84938 957.763 na 0 0 na na na
1147817 0.0912525 117.72153 0.0033041169 0.33597132 1.3516697 0.0033041169 0.0033041169 205.0814 -0.003138474 -0.76000052 0.21037011 0.0044660748 0 1 41.663639 29.317606 4420080 9511345 0.093818788 0.79856573 na 14 14 0.000176654 0.000124307 1.24581 1e-10 1e-10 41.6636 29.3176 0.000176654 0.000124307 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 46.2929 32.5751 3.7087 4.12549 na 0 0 na na na
1162767 0.09293977 167.4161 0.005768013 -0.5969951 2.2160195 0.005768013 0.005768013 204.93484 -0.0031339897 -0.81636996 1.8423608 0.012782029 0 1 25.251026 75.694001 5738452 10589887 0.034154254 0.73392484 na 14 14 0.000107064 0.000320943 0.229464 1e-10 1e-10 25.251 75.694 0.000107064 0.000320943 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 28.0567 44.9183 4.30213 3.78288 na 0 0.686309 na na na
1197791 0.095997006 136.07643 0.0046008266 1.6540976 1.4766809 0.0046008266 0.0046008266 204.71721 -0.0031273368 -0.79056655 1.6859521 0.0067939529 0 1 41.66187 40.386626 6045347 10524163 0.043890826 0.62343689 na 14 14 0.000176646 0.000171239 0.370779 1e-10 1e-10 41.6619 40.3866 0.000176646 0.000171239 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 46.291 44.874 3.77584 3.86869 na 0 0 na na na
1205461 0.096684765 183.21248 0.0094242054 0.98554368 0.81769808 0.0094242054 0.0094242054 204.67375 -0.0031260093 -0.74397712 0.08473482 0.0077061546 0 1 40.600143 69.869456 8139840 11039627 0.079609069 0.55699675 na 14 14 0.000172145 0.000296246 0.780571 1e-10 1e-10 40.6001 69.8695 0.000172145 0.000296246 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 45.1113 47.0891 3.84448 3.80872 na 0 0.672913 na na na
1209020 0.097040556 124.14014 0.0080042853 -2.0669661 0.85835623 0.0080042853 0.0080042853 204.65015 -0.0031252885 -0.77032339 1.7538701 0.0068705282 0 1 36.384245 38.467156 7719638 12217603 0.07350024 0.67091378 na 14 14 0.000154269 0.000163101 0.841247 1e-10 1e-10 36.3842 38.4672 0.000154269 0.000163101 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 40.4269 42.7413 4.04246 3.8868 na 0 0 na na na
1224606 0.098525922 72.86727 0.014307806 -1.3830771 0.72578197 0.014307806 0.014307806 204.55142 -0.0031222737 -0.75634458 0.49792614 0.010384348 0 1 27.266992 16.668978 5415850 7829893 0.061828134 0.37764004 na 14 14 0.000115612 7.06765e-05 0.847148 1e-10 1e-10 27.267 16.669 0.000115612 7.06765e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.2967 21.2835 4.2081 10.2085 na 0 0 na na na
1272174 0.10291232 240.10903 0.0040432031 0.126228 1.2375185 0.0040432031 0.0040432031 204.29084 -0.0031143238 -0.7314069 0.042640428 0.0050035388 0 1 75.940493 68.835387 10640516 10730037 0.15785135 0.70652686 na 14 14 0.000322247 0.000292097 1.90377 1e-10 1e-10 75.9405 68.8354 0.00017372 0.000169076 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 75.9405 68.8354 3.83891 3.85944 na 0.68606 0.680565 na na na
1283730 0.10428231 105.72995 0.011999898 0.76518638 0.95551576 0.011999898 0.011999898 204.21321 -0.0031119572 -0.78401126 0.017399126 0.011466092 0 1 41.33206 22.418756 5548784 9841722 0.12460298 0.86700378 na 14 14 0.000175248 9.50555e-05 2.01206 1e-10 1e-10 41.3321 22.4188 0.000175248 9.50555e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0897774 0.0884503 2e+08 2e+08 0 0 0 0 0 0 0 0 45.9245 24.9097 3.62837 4.47379 na 0 0 na na na
1296535 0.10536939 242.84782 0.0074837573 -0.64809572 1.180248 0.0074837573 0.0074837573 204.15102 -0.0031100623 -0.74141568 0.1744761 0.0088326892 0 1 67.873625 78.553633 11616426 11989372 0.11305853 0.32070105 na 14 14 0.000287784 0.000333067 1.14745 1e-10 1e-10 67.8736 78.5536 0.000287784 0.000333067 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 67.8736 78.5536 4.08766 3.75578 na 0.674785 0.686393 na na na
1313202 0.10696466 122.06938 0.0061366676 0.023031016 1.5052932 0.0061366676 0.0061366676 204.06638 -0.003107484 -0.81102676 0.35558346 0.0092374841 0 1 33.102823 40.5 6767344 15031312 0.10703912 0.65000247 na 14 14 0.000140356 0.00017172 1.49093 1e-10 1e-10 33.1028 40.5 0.000140356 0.00017172 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 36.7809 95.3272 4.00568 3.67327 na 0 0 na na na
1321966 0.107484 126.96118 0.014605497 -0.29215728 1.8573238 0.014605497 0.014605497 204.03817 -0.0031066248 -0.75456257 1.0600823 0.027127137 0 1 38.564906 37.987469 10890877 15351493 0.044748481 0.91126877 na 14 14 0.000163515 0.000161067 0.395165 1e-10 1e-10 38.5649 37.9875 0.000163515 0.000161067 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 42.8499 42.2083 3.88762 3.89731 na 0 0 na na na
1345302 0.11021909 126.75238 0.012148571 -0.44948434 1.8091488 0.012148571 0.012148571 203.89711 -0.0031023308 -0.6972461 1.0480862 0.021978572 0 1 40.727667 35.69881 10511197 13170067 0.022486903 0.20402717 na 14 14 0.000172685 0.000151363 0.140884 1e-10 1e-10 40.7277 35.6988 0.000172685 0.000151363 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 45.253 39.6653 3.65404 3.94939 na 0 0 na na na
1368999 0.11235735 174.68769 0.0035474169 -0.78745712 1.3185 0.0035474169 0.0035474169 203.78649 -0.0030989656 -0.79902726 0.39989762 0.0046772691 0 1 41.423509 63.905988 9876898 11576289 0.1237447 0.38532115 na 14 14 0.000175636 0.000270961 1.54919 1e-10 1e-10 41.4235 63.906 0.000175636 0.000270961 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 46.0261 41.1586 3.72414 3.98025 na 0 0.680489 na na na
1426580 0.11860483 163.40847 0.004958161 -0.54569161 1.6328108 0.004958161 0.004958161 203.48835 -0.0030899045 -0.73933776 0.75470684 0.0080957388 0 1 59.102799 39.425795 3623464 10548761 0.12163598 0.7024964 na 14 14 0.000250596 0.000167165 1.561 1e-10 1e-10 59.1028 39.4258 0.000250596 0.000167165 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 36.1005 43.8064 4.02349 3.88091 na 0.685272 0 na na na
1447143 0.12052495 187.8699 0.013312339 -0.27739802 1.6952451 0.013312339 0.013312339 203.39763 -0.00308715 -0.71559991 0.7882098 0.022567677 0 1 37.812066 75.465764 9331441 9366953 0.049187317 0.46289385 na 14 14 0.000160323 0.000319975 0.374367 1e-10 1e-10 37.8121 75.4658 0.000160323 0.000319975 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 42.0134 42.9299 3.89529 3.8792 na 0 0.686107 na na na
1477588 0.12417953 262.63464 0.0064107409 -1.7287765 0.67694194 0.0064107409 0.0064107409 203.23659 -0.0030822636 -0.70778454 1.0231608 0.0043396994 0 1 116.74198 41.615914 10631118 10631751 0.05892392 0.87647053 na 14 14 0.000494986 0.000176451 0.415153 1e-10 1e-10 116.742 41.6159 0.000494986 0.000176451 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 116.742 46.2399 3.70807 3.72192 na 0.458145 0 na na na
1487799 0.12504493 135.08882 0.0054759492 0.2333861 1.3762004 0.0054759492 0.0054759492 203.19759 -0.0030810807 -0.8139651 0.22206998 0.0075360033 0 1 40.138678 41.314332 11749129 17879304 0.19509078 0.97278537 na 14 14 0.000170188 0.000175173 3.48732 1e-10 1e-10 40.1387 41.3143 0.000170188 0.000175173 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 44.5985 45.9048 3.77873 3.66523 na 0 0 na na na
1506396 0.12727149 160.26799 0.018318234 -1.3533204 0.63904847 0.018318234 0.018318234 203.09683 -0.0030780257 -0.68340316 0.4721419 0.01170624 0 1 56.924019 39.710995 5678340 10548803 0.074091929 0.51032605 na 14 14 0.000241358 0.000168375 0.749341 1e-10 1e-10 56.924 39.711 0.000241358 0.000168375 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 28.1967 44.1233 4.29851 3.69073 na 0.674132 0 na na na
1524981 0.12924915 113.38543 0.0046913029 -0.58759094 1.2348357 0.0046913029 0.0046913029 203.01174 -0.0030754471 -0.84038294 0.2037791 0.0057929882 0 1 30.46212 37.904636 8544709 14942081 0.10688865 0.90036531 na 14 14 0.000129159 0.000160716 1.54371 1e-10 1e-10 30.4621 37.9046 0.000129159 0.000160716 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 33.8468 42.1163 4.08678 3.89619 na 0 0 na na na
1528202 0.12957657 196.15314 0.005174079 -0.026150711 1.5047773 0.005174079 0.005174079 202.99552 -0.0030749558 -0.7574321 0.40251174 0.0077858366 0 1 41.472078 76.800205 9002053 17885749 0.072447217 0.8011516 na 14 14 0.000175842 0.000325633 0.65491 1e-10 1e-10 41.4721 76.8002 0.000175842 0.000325633 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 46.0801 76.8002 3.74936 3.71561 na 0 0.685803 na na na
1538705 0.13106743 129.67017 0.0046725798 0.67258041 1.2768643 0.0046725798 0.0046725798 202.93219 -0.0030730374 -0.71777477 0.32618464 0.0059662505 0 1 36.490979 41.694809 10557492 15608271 0.045520059 0.85809495 na 14 14 0.000154722 0.000176786 0.401172 1e-10 1e-10 36.491 41.6948 0.000154722 0.000176786 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 40.5455 46.3276 4.00377 3.84055 na 0 0 na na na
1539084 0.13110354 180.07931 0.0064802156 -0.0045592746 1.2500099 0.0064802156 0.0064802156 202.92863 -0.0030729297 -0.70163955 0.089763098 0.0081003339 0 1 41.356674 67.223751 11043176 11676535 0.087393104 0.62398514 na 14 14 0.000175352 0.000285029 0.905587 1e-10 1e-10 41.3567 67.2238 0.000175352 0.000285029 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 45.9519 44.6222 3.64545 3.8587 na 0 0.675847 na na na
1545973 0.13190579 106.74017 0.0049008345 -1.4828266 1.0929787 0.0049008345 0.0049008345 202.8944 -0.003071893 -0.70130535 1.000456 0.0053565077 0 1 32.026284 32.333653 6552503 12727869 0.094753738 0.74044162 na 14 14 0.000135791 0.000137095 1.32794 1e-10 1e-10 32.0263 32.3337 0.000135791 0.000137095 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 35.5848 35.9263 4.03644 4.03474 na 0 0 na na na
1570979 0.13448096 137.60293 0.0032238229 -0.15965997 1.4390071 0.0032238229 0.0032238229 202.79394 -0.0030688519 -0.77290543 0.30142272 0.0046391039 0 1 41.260127 41.708788 9292007 14782876 0.064683083 0.71726154 na 14 14 0.000174943 0.000176845 0.659658 1e-10 1e-10 41.2601 41.7088 0.000174943 0.000176845 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 45.8446 46.3431 3.79786 3.80968 na 0 0 na na na
1574282 0.13523334 197.94188 0.007914492 0.16174798 1.6968263 0.007914492 0.007914492 202.76175 -0.0030678776 -0.66075132 0.79569045 0.013429518 0 1 77.895652 41.455171 10885316 15552444 0.044367625 0.66979608 na 14 14 0.000330278 0.00017577 0.312447 1e-10 1e-10 77.8957 41.4552 0.000330278 0.00017577 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 77.8957 46.0613 3.78717 3.72782 na 0.686402 0 na na na
1612072 0.13901467 120.51085 0.0087895854 -0.4335491 1.5602865 0.0087895854 0.0087895854 202.6137 -0.0030633991 -0.66626265 0.65211537 0.013714272 0 1 34.376477 38.286615 10857901 11048742 0.045330116 0.36713667 na 14 14 0.000145756 0.000162335 0.413536 1e-10 1e-10 34.3765 38.2866 0.000145756 0.000162335 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 38.1961 38.2866 3.98658 503.679 na 0 0 na na na
1640760 0.14238159 109.46385 0.0091100708 -0.88344254 1.1975552 0.0091100708 0.0091100708 202.48308 -0.0030594506 -0.68555851 0.44005345 0.010909813 0 1 30.864103 35.1381 9856165 13279743 0.075456369 0.60905592 na 14 14 0.000130864 0.000148986 0.931869 1e-10 1e-10 30.8641 35.1381 0.000130864 0.000148986 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 34.2934 39.0423 4.0724 3.95576 na 0 0 na na na
1661950 0.14542102 179.93746 0.008381242 -0.43814393 1.1818919 0.008381242 0.008381242 202.37085 -0.0030560601 -0.68814889 0.11873902 0.0099057219 0 1 71.261177 37.233716 9402580 10711369 0.077859647 0.76366936 na 14 14 0.000302147 0.000157871 0.761823 1e-10 1e-10 71.2612 37.2337 0.000302147 0.000157871 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 43.7194 41.3708 3.86612 3.91622 na 0.685022 0 na na na
1683073 0.14849087 115.75458 0.012327555 -1.1425269 0.61265531 0.012327555 0.012327555 202.25464 -0.0030525512 -0.64852698 0.20646212 0.0075525419 0 1 28.213753 41.5815 1345034 14157367 0.25942723 0.79110913 na 14 14 0.000119626 0.000176306 5.77698 1e-10 1e-10 28.2138 41.5815 0.000119626 0.000176306 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 31.3486 41.5815 4.16769 965.141 na 0 0 na na na
1697405 0.15029177 125.73449 0.0058392978 1.0818313 2.5933661 0.0058392978 0.0058392978 202.18559 -0.0030504673 -0.70787555 3.2619765 0.015143437 0 1 40.668546 35.144184 10539673 14655237 0.044383651 0.8624468 na 14 14 0.000172435 0.000149011 0.392242 1e-10 1e-10 40.6685 35.1442 0.000172435 0.000149011 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 45.1873 39.0491 3.79286 3.95925 na 0 0 na na na
1718609 0.1526554 138.21837 0.011964093 1.0750165 0.9685262 0.011964093 0.011964093 202.09804 -0.0030478259 -0.64467514 0.42072355 0.011587538 0 1 62.521673 20.818324 7209453 11782979 0.054429427 0.61528319 na 14 14 0.000265092 8.82697e-05 0.508059 1e-10 1e-10 62.5217 20.8183 0.000265092 8.82697e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 31.7952 23.1315 4.1519 4.59763 na 0.677527 0 na na na
